title,id,language,ontologyId,resultType,address,position,access,distance,categories,references,foodTypes,contacts,openingHours
Mango Rain Boutique,here:pds:place:116aabd1-f2b9da10ea5e0b56d49ac12d33c5bfc0,en,here:cm:ontology:hotel,place,"{'label': 'Mango Rain Boutique, 171204 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សាលាកម្រើក', 'postalCode': '171204'}","{'lat': 13.34398, 'lng': 103.85112}","[{'lat': 13.34411, 'lng': 103.85113}]",1134,"[{'id': '500-5000-0053', 'name': 'Hotel', 'primary': True}, {'id': '100-1000-0000', 'name': 'Restaurant'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '7295090'}]",,[{'phone': [{'value': '+85569755554'}]}],
Little Prince Resort and Spa,here:pds:place:116w63gg-56cf4779c84c43cd83d52814418bf30f,en,here:cm:ontology:hotel,place,"{'label': 'Little Prince Resort and Spa, 171204 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សាលាកម្រើក', 'postalCode': '171204'}","{'lat': 13.3451, 'lng': 103.85538}","[{'lat': 13.3452, 'lng': 103.85547}]",1182,"[{'id': '500-5000-0053', 'name': 'Hotel', 'primary': True}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '13228216'}]",,"[{'phone': [{'value': '+85512575388'}], 'www': [{'value': 'https://www.facebook.com/LittlePrinceResort'}]}]",
Enjoy Boutique Hotel & Restaurat,here:pds:place:116w63gg-899bcc8ead6dcaa0044322c2b913a689,en,here:cm:ontology:hotel,place,"{'label': 'Enjoy Boutique Hotel & Restaurat, 171209 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សៀមរាប', 'postalCode': '171209'}","{'lat': 13.32874, 'lng': 103.84557}","[{'lat': 13.32874, 'lng': 103.84543}]",1196,"[{'id': '500-5000-0053', 'name': 'Hotel', 'primary': True}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '25263392'}]",,"[{'phone': [{'value': '+85595528810'}], 'www': [{'value': 'https://enjoy-boutique.com'}]}]",
Athakon House,here:pds:place:116w63gg-ceeeebadb486444ea071a3e2accd9f8c,en,here:cm:ontology:hotel,place,"{'label': 'Athakon House, 171206 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ជ្រាវ', 'postalCode': '171206'}","{'lat': 13.33767, 'lng': 103.86558}","[{'lat': 13.33766, 'lng': 103.86572}]",1207,"[{'id': '500-5000-0053', 'name': 'Hotel', 'primary': True}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '26359711'}]",,"[{'phone': [{'value': '+85517247514'}], 'www': [{'value': 'https://roseapplegroup.com'}]}]",
Rainsey Angkor Villa,here:pds:place:116aabd1-ab00d380171c04934733c63cb72e8f5b,en,here:cm:ontology:hotel,place,"{'label': 'Rainsey Angkor Villa, 171206 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ជ្រាវ', 'postalCode': '171206'}","{'lat': 13.33774, 'lng': 103.86558}","[{'lat': 13.33773, 'lng': 103.86572}]",1209,"[{'id': '500-5000-0053', 'name': 'Hotel', 'primary': True}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '8773373'}]",,,
ផ្ទះសំណាក់ អង្គរសំរឹទ្ធិ,here:pds:place:116w63u5-06a212da6bbc4c719e12c6c830c80cba,km,here:cm:ontology:motel,place,"{'label': 'ផ្ទះសំណាក់ អង្គរសំរឹទ្ធិ, 171202 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ស្វាយដង្គំ', 'postalCode': '171202'}","{'lat': 13.36676, 'lng': 103.85529}","[{'lat': 13.36686, 'lng': 103.85505}]",3590,"[{'id': '500-5000-0054', 'name': 'Motel', 'primary': True}]",,,[{'phone': [{'value': '+85516561112'}]}],
Angkor Sivutha Hotel,here:pds:place:116w63u5-dd46c79b387747f8b4b8f359f3c864c0,en,here:cm:ontology:motel,place,"{'label': 'Angkor Sivutha Hotel, 171203 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'គោកចក', 'postalCode': '171203'}","{'lat': 13.38473, 'lng': 103.85968}","[{'lat': 13.38486, 'lng': 103.8597}]",5611,"[{'id': '500-5000-0054', 'name': 'Motel', 'primary': True}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '17452305'}]",,"[{'phone': [{'value': '+85567978979'}], 'www': [{'value': 'https://www.facebook.com/AngkorSivuthaHotel'}]}]",
Singing Crocodile House,here:pds:place:116w63gg-f5eeb4b60e184d67a531a6add3d47ff4,en,here:cm:ontology:guest_house,place,"{'label': 'Singing Crocodile House, ផ្លូវជាតិ 63, 171204 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សាលាកម្រើក', 'street': 'ផ្លូវជាតិ 63', 'postalCode': '171204'}","{'lat': 13.33577, 'lng': 103.85082}","[{'lat': 13.3358, 'lng': 103.85096}]",466,"[{'id': '500-5100-0057', 'name': 'Guest House', 'primary': True}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '12215653'}]",,,
Don Bosco & Vary Guesthouse,here:pds:place:116w63gg-159f297155e7405ca7d0aa81521734c3,en,here:cm:ontology:guest_house,place,"{'label': 'Don Bosco & Vary Guesthouse, 171209 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សៀមរាប', 'postalCode': '171209'}","{'lat': 13.32922, 'lng': 103.84893}","[{'lat': 13.32927, 'lng': 103.84871}]",873,"[{'id': '500-5100-0057', 'name': 'Guest House', 'primary': True}, {'id': '500-5100-0000', 'name': 'Lodging'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '15300085'}]",,"[{'phone': [{'value': '+85516427999'}], 'www': [{'value': 'https://www.facebook.com/rainsey.ramsey', 'categories': [{'id': '500-5100-0000'}]}]}]",
Angkor Dream Villa,here:pds:place:116aabd1-46cae830929d0a43f1c0d8908bab21c2,en,here:cm:ontology:guest_house,place,"{'label': 'Angkor Dream Villa, ផ្លូវជាតិ 63, 171204 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សាលាកម្រើក', 'street': 'ផ្លូវជាតិ 63', 'postalCode': '171204'}","{'lat': 13.34315, 'lng': 103.85287}","[{'lat': 13.3431, 'lng': 103.853}]",989,"[{'id': '500-5100-0057', 'name': 'Guest House', 'primary': True}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '1936084'}]",,[{'phone': [{'value': '+85598870989'}]}],
Popular Residence Hotel,here:pds:place:116aabd1-c34d53e9ad43012c3131b49279ab976d,en,here:cm:ontology:guest_house,place,"{'label': 'Popular Residence Hotel, វិថី សាលាកម្រើក, 171204 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សាលាកម្រើក', 'street': 'វិថី សាលាកម្រើក', 'postalCode': '171204'}","{'lat': 13.34052, 'lng': 103.86436}","[{'lat': 13.34043, 'lng': 103.86426}]",1222,"[{'id': '500-5100-0057', 'name': 'Guest House', 'primary': True}, {'id': '500-5000-0053', 'name': 'Hotel'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '7303400'}, {'supplier': {'id': 'tripadvisor'}, 'id': '7355172'}]",,"[{'phone': [{'value': '+85510916165', 'categories': [{'id': '500-5100-0057'}]}, {'value': '+85516783425'}]}]",
Homestay Watchork,here:pds:place:116aabd1-8020d096676200f433a21ceb8c4179fc,en,here:cm:ontology:guest_house,place,"{'label': 'Homestay Watchork, ផ្លូវ ថ្មមាស, 171204 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សាលាកម្រើក', 'street': 'ផ្លូវ ថ្មមាស', 'postalCode': '171204'}","{'lat': 13.34282, 'lng': 103.86283}","[{'lat': 13.34284, 'lng': 103.86269}]",1262,"[{'id': '500-5100-0057', 'name': 'Guest House', 'primary': True}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '12077715'}]",,"[{'phone': [{'value': '+85593738027'}], 'www': [{'value': 'https://www.facebook.com/Homestay-Watchork-1899599140262310'}]}]",
Sunset View Guest House,here:pds:place:116w63gg-d2204eaa244f5cd8bdeb790065b163a0,en,here:cm:ontology:guest_house,place,"{'label': 'Sunset View Guest House, 171204 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សាលាកម្រើក', 'postalCode': '171204'}","{'lat': 13.34671, 'lng': 103.85237}","[{'lat': 13.34684, 'lng': 103.85237}]",1388,"[{'id': '500-5100-0057', 'name': 'Guest House', 'primary': True}, {'id': '500-5000-0053', 'name': 'Hotel'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '25558134'}]",,"[{'phone': [{'value': '+85511400683'}], 'www': [{'value': 'https://sunsetviewguesthouse.com', 'categories': [{'id': '500-5000-0053'}]}]}]",
Manuka Retreat,here:pds:place:116w63gg-c6fcf6cbb2434a61afc6429241244e66,en,here:cm:ontology:guest_house,place,"{'label': 'Manuka Retreat, 171204 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សាលាកម្រើក', 'postalCode': '171204'}","{'lat': 13.34179, 'lng': 103.86632}","[{'lat': 13.34192, 'lng': 103.86633}]",1477,"[{'id': '500-5100-0057', 'name': 'Guest House', 'primary': True}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '9766562'}]",,,
Sister's Farm Bungalow,here:pds:place:116w63gg-7c5b9792d5eb4d7e84e369ef0d0e2681,en,here:cm:ontology:guest_house,place,"{'label': ""Sister's Farm Bungalow, 171209 សៀមរាប, កម្ពុជា"", 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សៀមរាប', 'postalCode': '171209'}","{'lat': 13.32356, 'lng': 103.84638}","[{'lat': 13.32357, 'lng': 103.84652}]",1526,"[{'id': '500-5100-0057', 'name': 'Guest House', 'primary': True}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '19741420'}]",,,
Bella Angkor Hotel,here:pds:place:116w63gg-f94b6dc871b4fb2f46c7fdf6bc9b7dbc,en,here:cm:ontology:guest_house,place,"{'label': 'Bella Angkor Hotel, ផ្លូវជាតិ 63, 171204 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សាលាកម្រើក', 'street': 'ផ្លូវជាតិ 63', 'postalCode': '171204'}","{'lat': 13.34867, 'lng': 103.85262}","[{'lat': 13.34877, 'lng': 103.85272}]",1597,"[{'id': '500-5100-0057', 'name': 'Guest House', 'primary': True}, {'id': '500-5000-0053', 'name': 'Hotel'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '25067891'}]",,,
Siem Reap Travellers Inn,here:pds:place:116aabd1-8f146bfa98140c67e2febf1cf00d77bf,en,here:cm:ontology:guest_house,place,"{'label': 'Siem Reap Travellers Inn, 171204 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សាលាកម្រើក', 'postalCode': '171204'}","{'lat': 13.34855, 'lng': 103.85191}","[{'lat': 13.34843, 'lng': 103.85198}]",1598,"[{'id': '500-5100-0057', 'name': 'Guest House', 'primary': True}, {'id': '500-5000-0000', 'name': 'Hotel/Motel'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '2525483'}]",,"[{'phone': [{'value': '+85511899893', 'categories': [{'id': '500-5000-0000'}]}, {'value': '+85512899893'}]}]",
Secret Garden Homestay,here:pds:place:116w63gg-ecacd6e8c9e7ff27f7776870dd065370,en,here:cm:ontology:guest_house,place,"{'label': 'Secret Garden Homestay, 171204 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សាលាកម្រើក', 'postalCode': '171204'}","{'lat': 13.34842, 'lng': 103.85131}","[{'lat': 13.34829, 'lng': 103.85133}]",1599,"[{'id': '500-5100-0057', 'name': 'Guest House', 'primary': True}, {'id': '500-5000-0000', 'name': 'Hotel/Motel'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '27150871'}]",,"[{'phone': [{'value': '+85516231972'}], 'www': [{'value': 'https://www.facebook.com/SecretGardenHomestay', 'categories': [{'id': '500-5000-0000'}]}]}]",
Ravoeun Angkor Boutique,here:pds:place:116w63gg-c20cb1148faa96d4d3316f627cdc7e05,en,here:cm:ontology:guest_house,place,"{'label': 'Ravoeun Angkor Boutique, ផ្លូវ សោមបៃ, 171204 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សាលាកម្រើក', 'street': 'ផ្លូវ សោមបៃ', 'postalCode': '171204'}","{'lat': 13.34654, 'lng': 103.86326}","[{'lat': 13.34667, 'lng': 103.86327}]",1616,"[{'id': '500-5100-0057', 'name': 'Guest House', 'primary': True}, {'id': '500-5100-0058', 'name': 'Bed and Breakfast'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '25209286'}]",,"[{'phone': [{'value': '+855979645499'}], 'www': [{'value': 'https://www.facebook.com/profile.php?id=100075825111195&ref=py_c', 'categories': [{'id': '500-5100-0058'}]}]}]",
Lovely Deseret Homestay,here:pds:place:116w63gg-9d61e562c3743b50fc9d52eac037d435,en,here:cm:ontology:guest_house,place,"{'label': 'Lovely Deseret Homestay, ផ្លូវខេត្ត 2អេសអ4, 171202 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ស្វាយដង្គំ', 'street': 'ផ្លូវខេត្ត 2អេសអ4', 'postalCode': '171202'}","{'lat': 13.34872, 'lng': 103.84813}","[{'lat': 13.34869, 'lng': 103.84806}]",1746,"[{'id': '500-5100-0057', 'name': 'Guest House', 'primary': True}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '14985126'}]",,,
The Cashew Nut Villa.,here:pds:place:116aabd1-aeb335ef2bc60fc970ce22e1c71f01a6,en,here:cm:ontology:guest_house,place,"{'label': 'The Cashew Nut Villa., ផ្លូវខេត្ត 267, 171202 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'ស្វាយដង្គំ', 'street': 'ផ្លូវខេត្ត 267', 'postalCode': '171202'}","{'lat': 13.34924, 'lng': 103.84931}","[{'lat': 13.34915, 'lng': 103.84941}]",1750,"[{'id': '500-5100-0057', 'name': 'Guest House', 'primary': True}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '2157580'}]",,[{'phone': [{'value': '+85510338080'}]}],
My Villa Guesthouse,here:pds:place:116aabd1-8936cf33c7da083eacc4a3ac73433165,en,here:cm:ontology:guest_house,place,"{'label': 'My Villa Guesthouse, ផ្លូវជាតិ 63, 171209 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សៀមរាប', 'street': 'ផ្លូវជាតិ 63', 'postalCode': '171209'}","{'lat': 13.31933, 'lng': 103.85028}","[{'lat': 13.31934, 'lng': 103.85014}]",1758,"[{'id': '500-5100-0057', 'name': 'Guest House', 'primary': True}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '8493889'}]",,"[{'phone': [{'value': '+855716791226'}], 'www': [{'value': 'http://myvillasiemreap.com'}]}]",
The Gateway Residency,here:pds:place:116w63gg-ea248183029b4c08abee4f0b3c76a80b,en,here:cm:ontology:guest_house,place,"{'label': 'The Gateway Residency, 171204 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សាលាកម្រើក', 'postalCode': '171204'}","{'lat': 13.35036, 'lng': 103.85543}","[{'lat': 13.35041, 'lng': 103.8553}]",1767,"[{'id': '500-5100-0057', 'name': 'Guest House', 'primary': True}, {'id': '500-5000-0053', 'name': 'Hotel'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '5085063'}]",,[{'phone': [{'value': '+855964636343'}]}],
Angkor Sangrith Hostel,here:pds:place:116w63gg-48df445f7b1a4a0f8532ff74de7dd49f,en,here:cm:ontology:guest_house,place,"{'label': 'Angkor Sangrith Hostel, 171204 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សាលាកម្រើក', 'postalCode': '171204'}","{'lat': 13.34955, 'lng': 103.86013}","[{'lat': 13.34943, 'lng': 103.86007}]",1768,"[{'id': '500-5100-0057', 'name': 'Guest House', 'primary': True}, {'id': '500-5000-0000', 'name': 'Hotel/Motel'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '13799949'}]",,[{'phone': [{'value': '+85595876362'}]}],
Serenite Guesthouse,here:pds:place:116aabd1-da40635d6c6e06435ed185f2baea9a59,en,here:cm:ontology:guest_house,place,"{'label': 'Serenite Guesthouse, វិថី សាលាកម្រើក, 171204 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សាលាកម្រើក', 'street': 'វិថី សាលាកម្រើក', 'postalCode': '171204'}","{'lat': 13.35001, 'lng': 103.85848}","[{'lat': 13.34999, 'lng': 103.85834}]",1769,"[{'id': '500-5100-0057', 'name': 'Guest House', 'primary': True}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '3544626'}]",,"[{'phone': [{'value': '+855885815052'}], 'www': [{'value': 'http://www.sereniteguesthousesiemreap.com'}]}]",
Central Backpacker,here:pds:place:116w63gg-1573ab05f0ef71d4bbe3353c80a7d385,en,here:cm:ontology:guest_house,place,"{'label': 'Central Backpacker, 171204 សៀមរាប, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'សៀមរាម', 'city': 'សៀមរាប', 'district': 'សាលាកម្រើក', 'postalCode': '171204'}","{'lat': 13.35039, 'lng': 103.85544}","[{'lat': 13.35044, 'lng': 103.85531}]",1770,"[{'id': '500-5100-0057', 'name': 'Guest House', 'primary': True}, {'id': '500-5000-0053', 'name': 'Hotel'}]","[{'supplier': {'id': 'tripadvisor'}, 'id': '27703599'}]",,,
